policy_id,vehicle_usage_type,cylinder,gross_weight,gear_box,fuel,torque,car_color,features,airbags,policy_age_months,population_density,transmission_type,manufacturer,rear_brakes,engine_type,height,car_age,policyholder_age,garage_type,region,width,annual_mileage_km,steering_type,driver_occupation,length,car_model,power,displacement,turning_radius,car_segment,safety_rating,claim
P68,Rental,4,1410,5,Petrol,113Nm@4400rpm,Blue,"['esc', 'adjustable_steering', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",6,85,8794,Automatic,1,Drum,1.2 L K Series Engine,1500,2 years and 1 months,34,On Street,C8,1745,25000,Electric,Unemployed,3990,M7,88.50bhp@6000rpm,1197,4.85,B2,3,0
P69,Work and Personal,4,1720,6,Diesel,250Nm@2750rpm,Blue,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,85,5410,Automatic,3,Disc,1.5 L U2 CRDi,1635,1 years and 0 months,56,Driveway,C13,1790,10000,Power,Retired,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,30,0
P70,Work and Personal,4,1335,5,Petrol,113Nm@4400rpm,Blue,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,45,34738,Manual,1,Drum,K Series Dual jet,1530,4 months,33,On Street,C5,1735,5000,Electric,Unemployed,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,23,0
P71,Personal,4,1335,5,Petrol,113Nm@4400rpm,Blue,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,60,7788,Manual,1,Drum,K Series Dual jet,1530,8 months,23,On Street,C14,1735,25000,Electric,Unemployed,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,28,0
P72,Ride-sharing,4,1335,5,Petrol,113Nm@4400rpm,Blue,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,4,8794,Manual,1,Drum,K Series Dual jet,1530,4 months,39,Driveway,C8,1735,20000,Electric,Self-Employed,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,20,0
P73,Rental,3,1185,5,CNG,60Nm@3500rpm,Silver,"['parking_sensors', 'power_steering', 'speed_alert']",2,55,4076,Manual,1,Drum,F8D Petrol Engine,1475,1 years and 0 months,47,Enclosed Parking,C3,1515,5000,Power,Professional,3445,M1,40.36bhp@6000rpm,796,4.6,A,2,0
P74,Commercial,3,1660,6,Petrol,170Nm@4000rpm,White,"['esc', 'parking_sensors', 'parking_camera', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw']",2,25,34738,Manual,4,Drum,1.5 Turbocharged Revotron,1606,1 years and 4 months,27,On Street,C5,1811,20000,Power,Unemployed,3993,M11,118.36bhp@5500rpm,1199,5.1,C1,50,0
P75,Rental,4,1510,5,CNG,85Nm@3000rpm,Black,"['parking_sensors', 'speed_alert']",1,51,34738,Manual,1,Drum,G12B,1825,3 years and 6 months,41,Covered,C5,1475,25000,Manual,Professional,3675,M10,61.68bhp@6000rpm,1196,4.5,Utility,9,1
P76,Ride-sharing,3,1155,5,Petrol,91Nm@4250rpm,Unknown,"['parking_camera', 'power_door_locks', 'central_locking', 'power_steering', 'day_night_mirror', 'ecw', 'speed_alert']",2,65,6108,Automatic,2,Drum,1.0 SCe,1490,2 years and 9 months,25,Enclosed Parking,C11,1579,20000,Electric,Retired,3731,M3,67.06bhp@5500rpm,999,5.0,A,26,0
P77,Work and Personal,4,1410,5,Petrol,113Nm@4400rpm,Unknown,"['esc', 'adjustable_steering', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",6,42,73430,Automatic,1,Drum,1.2 L K Series Engine,1500,4 years and 2 months,43,Enclosed Parking,C10,1745,10000,Electric,Unemployed,3990,M7,88.50bhp@6000rpm,1197,4.85,B2,9,1
P78,Commercial,4,1720,6,Diesel,250Nm@2750rpm,Unknown,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,91,7788,Automatic,3,Disc,1.5 L U2 CRDi,1635,1 years and 9 months,26,On Street,C14,1790,10000,Power,Unemployed,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,35,0
P79,Rental,4,1335,5,Petrol,113Nm@4400rpm,Silver,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,20,7788,Manual,1,Drum,K Series Dual jet,1530,3 years and 1 months,60,Driveway,C14,1735,15000,Electric,Retired,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,20,0
P80,Personal,4,1335,5,Petrol,113Nm@4400rpm,Gray,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,90,27003,Manual,1,Drum,K Series Dual jet,1530,2 years and 5 months,36,Enclosed Parking,C2,1735,15000,Electric,Self-Employed,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,30,0
P81,Work and Personal,4,1510,5,CNG,85Nm@3000rpm,Black,"['parking_sensors', 'speed_alert']",1,7,27003,Manual,1,Drum,G12B,1825,0 months,25,On Street,C2,1475,25000,Manual,Retired,3675,M10,61.68bhp@6000rpm,1196,4.5,Utility,5,0
P82,Ride-sharing,4,1335,5,Petrol,113Nm@4400rpm,Blue,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,20,5410,Manual,1,Drum,K Series Dual jet,1530,4 years and 6 months,54,On Street,C13,1735,5000,Electric,Unemployed,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,25,0
P83,Ride-sharing,3,1185,5,CNG,60Nm@3500rpm,Gray,"['parking_sensors', 'power_steering', 'speed_alert']",2,7,6112,Manual,1,Drum,F8D Petrol Engine,1475,0 months,36,Covered,C7,1515,10000,Power,Unemployed,3445,M1,40.36bhp@6000rpm,796,4.6,A,1,0
P84,Rental,4,1490,5,Diesel,200Nm@3000rpm,Blue,"['adjustable_steering', 'parking_sensors', 'power_door_locks', 'central_locking', 'power_steering', 'ecw', 'speed_alert']",2,103,17804,Manual,4,Drum,1.5 Turbocharged Revotorq,1523,2 years and 9 months,27,Covered,C9,1755,25000,Electric,Self-Employed,3990,M5,88.77bhp@4000rpm,1497,5.0,B2,55,0
P85,Ride-sharing,4,1335,5,Petrol,113Nm@4400rpm,Gray,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,68,27003,Manual,1,Drum,K Series Dual jet,1530,4 years and 6 months,25,Driveway,C2,1735,5000,Electric,Student,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,21,0
P86,Rental,3,1340,5,CNG,82.1Nm@3400rpm,Other,"['parking_sensors', 'power_door_locks', 'central_locking', 'power_steering', 'ecw', 'speed_alert']",2,66,6112,Manual,1,Drum,K10C,1675,4 years and 6 months,62,On Street,C7,1620,25000,Power,Professional,3655,M8,55.92bhp@5300rpm,998,4.7,B1,22,0
P87,Work and Personal,4,1720,6,Diesel,250Nm@2750rpm,Black,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,15,8794,Automatic,3,Disc,1.5 L U2 CRDi,1635,4 months,37,Enclosed Parking,C8,1790,15000,Power,Self-Employed,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,38,0
P88,Work and Personal,4,1335,5,Petrol,113Nm@4400rpm,Black,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,13,27003,Manual,1,Drum,K Series Dual jet,1530,3 years and 1 months,31,On Street,C2,1735,10000,Electric,Professional,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,22,0
P89,Rental,4,1335,5,Petrol,113Nm@4400rpm,Unknown,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,59,7788,Manual,1,Drum,K Series Dual jet,1530,8 months,27,On Street,C14,1735,15000,Electric,Self-Employed,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,29,0
P90,Personal,3,1185,5,CNG,60Nm@3500rpm,Silver,"['parking_sensors', 'power_steering', 'speed_alert']",2,27,34738,Manual,1,Drum,F8D Petrol Engine,1475,2 years and 9 months,40,Covered,C5,1515,20000,Power,Student,3445,M1,40.36bhp@6000rpm,796,4.6,A,3,0
P91,Personal,4,1335,5,Petrol,113Nm@4400rpm,Red,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,87,8794,Manual,1,Drum,K Series Dual jet,1530,5 years and 3 months,38,Enclosed Parking,C8,1735,15000,Electric,Self-Employed,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,29,0
P92,Ride-sharing,4,1335,5,Petrol,113Nm@4400rpm,Blue,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,91,27003,Manual,1,Drum,K Series Dual jet,1530,2 years and 5 months,24,Driveway,C2,1735,5000,Electric,Retired,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,25,0
P93,Commercial,4,1720,6,Diesel,250Nm@2750rpm,White,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,2,34738,Automatic,3,Disc,1.5 L U2 CRDi,1635,5 years and 7 months,38,On Street,C5,1790,10000,Power,Student,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,40,0
P94,Rental,4,1335,5,Petrol,113Nm@4400rpm,Unknown,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,96,5410,Manual,1,Drum,K Series Dual jet,1530,2 years and 9 months,32,Enclosed Parking,C13,1735,10000,Electric,Unemployed,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,27,0
P95,Rental,3,1340,5,CNG,82.1Nm@3400rpm,White,"['parking_sensors', 'power_door_locks', 'central_locking', 'power_steering', 'ecw', 'speed_alert']",2,71,21622,Manual,1,Drum,K10C,1675,1 years and 4 months,28,Covered,C4,1620,20000,Power,Student,3655,M8,55.92bhp@5300rpm,998,4.7,B1,28,1
P96,Rental,4,1720,6,Diesel,250Nm@2750rpm,Red,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,104,7788,Automatic,3,Disc,1.5 L U2 CRDi,1635,2 years and 5 months,28,Covered,C14,1790,15000,Power,Retired,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,30,0
P97,Ride-sharing,4,1335,5,Petrol,113Nm@4400rpm,Black,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,103,6108,Manual,1,Drum,K Series Dual jet,1530,4 months,56,Driveway,C11,1735,15000,Electric,Professional,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,27,0
P98,Ride-sharing,3,1340,5,CNG,82.1Nm@3400rpm,Unknown,"['parking_sensors', 'power_door_locks', 'central_locking', 'power_steering', 'ecw', 'speed_alert']",2,100,8794,Manual,1,Drum,K10C,1675,2 years and 5 months,25,Enclosed Parking,C8,1620,25000,Power,Professional,3655,M8,55.92bhp@5300rpm,998,4.7,B1,21,0
P99,Rental,4,1490,5,Diesel,200Nm@3000rpm,Other,"['adjustable_steering', 'parking_sensors', 'power_door_locks', 'central_locking', 'power_steering', 'ecw', 'speed_alert']",2,90,27742,Manual,4,Drum,1.5 Turbocharged Revotorq,1523,7 years and 4 months,32,Covered,C19,1755,15000,Electric,Student,3990,M5,88.77bhp@4000rpm,1497,5.0,B2,51,0
P100,Personal,4,1410,5,Petrol,113Nm@4400rpm,Unknown,"['esc', 'adjustable_steering', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",6,33,17804,Automatic,1,Drum,1.2 L K Series Engine,1500,2 years and 5 months,26,Enclosed Parking,C9,1745,25000,Electric,Unemployed,3990,M7,88.50bhp@6000rpm,1197,4.85,B2,10,0
P101,Commercial,4,1335,5,Petrol,113Nm@4400rpm,Blue,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,0,34738,Manual,1,Drum,K Series Dual jet,1530,1 years and 0 months,26,Driveway,C5,1735,10000,Electric,Retired,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,23,0
P102,Work and Personal,4,1720,6,Diesel,250Nm@2750rpm,Silver,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,60,6112,Automatic,3,Disc,1.5 L U2 CRDi,1635,2 years and 1 months,23,Driveway,C7,1790,15000,Power,Retired,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,34,0
P103,Commercial,3,1185,5,CNG,60Nm@3500rpm,Other,"['parking_sensors', 'power_steering', 'speed_alert']",2,56,4076,Manual,1,Drum,F8D Petrol Engine,1475,0 months,26,Driveway,C3,1515,25000,Power,Unemployed,3445,M1,40.36bhp@6000rpm,796,4.6,A,4,0
P104,Rental,3,1340,5,CNG,82.1Nm@3400rpm,White,"['parking_sensors', 'power_door_locks', 'central_locking', 'power_steering', 'ecw', 'speed_alert']",2,91,8794,Manual,1,Drum,K10C,1675,3 years and 10 months,36,On Street,C8,1620,25000,Power,Self-Employed,3655,M8,55.92bhp@5300rpm,998,4.7,B1,25,0
P105,Personal,3,1185,5,CNG,60Nm@3500rpm,Gray,"['parking_sensors', 'power_steering', 'speed_alert']",2,1,6108,Manual,1,Drum,F8D Petrol Engine,1475,1 years and 0 months,36,Enclosed Parking,C11,1515,5000,Power,Unemployed,3445,M1,40.36bhp@6000rpm,796,4.6,A,3,0
P106,Ride-sharing,4,1335,5,Petrol,113Nm@4400rpm,Silver,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,89,34738,Manual,1,Drum,K Series Dual jet,1530,1 years and 0 months,57,Covered,C5,1735,5000,Electric,Retired,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,22,0
P107,Commercial,4,1051,5,Diesel,200Nm@1750rpm,Red,"['adjustable_steering', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_defogger', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,30,8794,Manual,5,Drum,i-DTEC,1501,2 years and 1 months,23,Covered,C8,1695,20000,Electric,Unemployed,3995,M9,97.89bhp@3600rpm,1498,4.9,C1,44,0
P108,Ride-sharing,4,1720,6,Diesel,250Nm@2750rpm,Silver,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,53,27003,Automatic,3,Disc,1.5 L U2 CRDi,1635,1 years and 9 months,38,On Street,C2,1790,10000,Power,Self-Employed,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,34,0
P109,Commercial,3,1185,5,CNG,60Nm@3500rpm,White,"['parking_sensors', 'power_steering', 'speed_alert']",2,8,34738,Manual,1,Drum,F8D Petrol Engine,1475,4 months,54,Covered,C5,1515,5000,Power,Self-Employed,3445,M1,40.36bhp@6000rpm,796,4.6,A,10,0
P110,Personal,4,1335,5,Petrol,113Nm@4400rpm,Other,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,15,7788,Manual,1,Drum,K Series Dual jet,1530,2 years and 5 months,38,Covered,C14,1735,25000,Electric,Unemployed,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,25,0
P111,Ride-sharing,3,1185,5,CNG,60Nm@3500rpm,Gray,"['parking_sensors', 'power_steering', 'speed_alert']",2,10,4076,Manual,1,Drum,F8D Petrol Engine,1475,4 months,33,Enclosed Parking,C3,1515,5000,Power,Unemployed,3445,M1,40.36bhp@6000rpm,796,4.6,A,8,0
P112,Work and Personal,4,1335,5,Petrol,113Nm@4400rpm,Blue,"['esc', 'adjustable_steering', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,102,4076,Automatic,1,Drum,1.2 L K12N Dualjet,1515,5 years and 3 months,43,Enclosed Parking,C3,1735,5000,Electric,Self-Employed,3995,M2,88.50bhp@6000rpm,1197,4.8,C1,29,0
P113,Rental,4,1720,6,Diesel,250Nm@2750rpm,White,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,83,27003,Automatic,3,Disc,1.5 L U2 CRDi,1635,3 years and 6 months,32,On Street,C2,1790,10000,Power,Self-Employed,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,31,0
P114,Work and Personal,4,1335,5,Petrol,113Nm@4400rpm,Other,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,80,27003,Manual,1,Drum,K Series Dual jet,1530,1 years and 0 months,30,Enclosed Parking,C2,1735,25000,Electric,Retired,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,22,1
P115,Work and Personal,4,1051,5,Diesel,200Nm@1750rpm,Blue,"['adjustable_steering', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_defogger', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,46,27003,Manual,5,Drum,i-DTEC,1501,3 years and 6 months,28,Driveway,C2,1695,15000,Electric,Self-Employed,3995,M9,97.89bhp@3600rpm,1498,4.9,C1,44,0
P116,Ride-sharing,4,1720,6,Diesel,250Nm@2750rpm,Red,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,87,7788,Automatic,3,Disc,1.5 L U2 CRDi,1635,6 years and 7 months,38,Enclosed Parking,C14,1790,5000,Power,Unemployed,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,30,0
P117,Work and Personal,4,1335,5,Petrol,113Nm@4400rpm,Unknown,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,38,8794,Manual,1,Drum,K Series Dual jet,1530,5 years and 11 months,34,Driveway,C8,1735,20000,Electric,Student,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,25,0
P118,Personal,3,1185,5,CNG,60Nm@3500rpm,Blue,"['parking_sensors', 'power_steering', 'speed_alert']",2,73,34738,Manual,1,Drum,F8D Petrol Engine,1475,0 months,63,On Street,C5,1515,20000,Power,Retired,3445,M1,40.36bhp@6000rpm,796,4.6,A,3,0
P119,Work and Personal,3,1155,5,Petrol,91Nm@4250rpm,Black,"['parking_camera', 'power_door_locks', 'central_locking', 'power_steering', 'day_night_mirror', 'ecw', 'speed_alert']",2,7,6112,Automatic,2,Drum,1.0 SCe,1490,8 months,26,Enclosed Parking,C7,1579,5000,Electric,Unemployed,3731,M3,67.06bhp@5500rpm,999,5.0,A,26,0
P120,Rental,3,1185,5,CNG,60Nm@3500rpm,Unknown,"['parking_sensors', 'power_steering', 'speed_alert']",2,52,34738,Manual,1,Drum,F8D Petrol Engine,1475,4 months,47,Covered,C5,1515,10000,Power,Retired,3445,M1,40.36bhp@6000rpm,796,4.6,A,1,0
P121,Commercial,4,1720,6,Diesel,250Nm@2750rpm,Red,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,7,4076,Automatic,3,Disc,1.5 L U2 CRDi,1635,2 years and 5 months,36,Covered,C3,1790,15000,Power,Unemployed,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,33,0
P122,Work and Personal,4,1410,5,Petrol,113Nm@4400rpm,Red,"['esc', 'adjustable_steering', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",6,7,8794,Automatic,1,Drum,1.2 L K Series Engine,1500,4 months,45,On Street,C8,1745,5000,Electric,Professional,3990,M7,88.50bhp@6000rpm,1197,4.85,B2,4,0
P123,Personal,4,1720,6,Diesel,250Nm@2750rpm,Gray,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,3,5410,Automatic,3,Disc,1.5 L U2 CRDi,1635,2 years and 1 months,27,On Street,C13,1790,25000,Power,Self-Employed,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,32,0
